@attribute measureReversedArcs numeric
@attribute measureDivergence numeric
@attribute measureBayesScore numeric
@attribute measureBDeuScore numeric
@attribute measureMDLScore numeric
@attribute measureAICScore numeric
@attribute measureEntropyScore numeric
@attribute measureTreeSize numeric
@attribute measureNumLeaves numeric
@attribute measureNumRules numeric

@data

'kredyt przyznany',10,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20200315.1725,21,9,7,2,0,77.777778,22.222222,0,0.571429,0.240741,0.435677,47.916667,86.6365,9.07505,7.672049,1.403001,1.008339,0.85245,0.155889,4.818528,0.535392,53.096439,1,4,0.4,2,0.6,3,0,0,0.666667,1,0.8,0.632456,0.8,0.666667,0.777778,0.177778,0.822222,0.222222,0.851852,0.777778,0.772222,0.632456,0.8,0.753086,0.775,0.777778,0,0,0.000257,0.00002,0.257,0.02,4431,4470,3066,100,83.333333,'Number of leaves: 3\nSize of the tree: 5\n',?,?,?,?,?,?,?,?,?,5,3,3
'kredyt przyznany',1,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20200315.1725,20,10,8,2,0,80,20,0,0.6,0.26,0.412311,52,82.462113,10,7.859881,2.140119,1,0.785988,0.214012,5.087981,0.508798,50.879814,0.8,4,0.2,1,0.8,4,0.2,1,0.8,0.8,0.8,0.6,0.8,0.74,0.8,0.2,0.8,0.2,0.8,0.8,0.8,0.6,0.8,0.74,0.8,0.8,0.001,0,0.000621,0.000031,0.621,0.031,5735,4353,3183,100,100,?,?,?,?,?,?,?,?,?,?,?,?,2
'kredyt przyznany',2,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20200315.1725,20,10,8,2,0,80,20,0,0.6,0.26,0.412311,52,82.462113,10,7.859881,2.140119,1,0.785988,0.214012,5.087981,0.508798,50.879814,0.8,4,0.2,1,0.8,4,0.2,1,0.8,0.8,0.8,0.6,0.8,0.74,0.8,0.2,0.8,0.2,0.8,0.8,0.8,0.6,0.8,0.74,0.8,0.8,0,0,0.000411,0.000018,0.411,0.018,5735,4353,3183,100,100,?,?,?,?,?,?,?,?,?,?,?,?,2
'kredyt przyznany',3,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20200315.1725,21,9,6,3,0,66.666667,33.333333,0,0.27027,0.333333,0.57735,66.346154,114.808811,9.07505,3222,-3212.92495,1.008339,358,-356.991661,3.06686,0.340762,33.794418,0.25,1,0,0,1,5,0.75,3,1,0.25,0.4,0.395285,0.625,0.583333,0.666667,0.416667,0.583333,0.333333,0.791667,0.666667,0.605128,0.395285,0.625,0.606481,0.584615,0.666667,0,0.001,0.000624,0.000024,0.624,0.024,6024,4470,3066,66.666667,50,?,?,?,?,?,?,?,?,?,?,?,?,3
'kredyt przyznany',4,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20200315.1725,21,9,6,3,0,66.666667,33.333333,0,0.307692,0.342593,0.563143,68.189103,111.983557,9.07505,2151.836024,-2142.760975,1.008339,239.092892,-238.084553,2.941329,0.326814,32.411165,0.5,2,0.2,1,0.8,4,0.5,2,0.666667,0.5,0.571429,0.316228,0.65,0.555556,0.666667,0.366667,0.633333,0.333333,0.666667,0.666667,0.658009,0.316228,0.65,0.604938,0.649351,0.666667,0.001,0,0.000438,0.000017,0.438,0.017,5736,4470,3066,77.777778,66.666667,?,?,?,?,?,?,?,?,?,?,?,?,2
'kredyt przyznany',5,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20200315.1725,20,10,7,3,0,70,30,0,0.4,0.333333,0.471405,66.666667,94.280904,10,9.07006,0.92994,1,0.907006,0.092994,3.473931,0.347393,34.739312,0.4,2,0,0,1,5,0.6,3,1,0.4,0.571429,0.5,0.7,0.7,0.7,0.3,0.7,0.3,0.8125,0.7,0.67033,0.5,0.7,0.6625,0.67033,0.7,0.001,0,0.00046,0.00002,0.46,0.02,5735,4353,3183,100,90,?,?,?,?,?,?,?,?,?,?,?,?,2
'kredyt przyznany',6,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20200315.1725,21,9,8,1,0,88.888889,11.111111,0,0.780488,0.138889,0.310565,27.644231,61.757307,9.07505,4.087086,4.987963,1.008339,0.454121,0.554218,6.695727,0.74397,73.781714,1,4,0.2,1,0.8,4,0,0,0.8,1,0.888889,0.8,0.9,0.8,0.888889,0.088889,0.911111,0.111111,0.911111,0.888889,0.888889,0.8,0.9,0.861728,0.888889,0.888889,0.001,0,0.000737,0.000017,0.737,0.017,5954,4470,3066,100,77.777778,?,?,?,?,?,?,?,?,?,?,?,?,3
'kredyt przyznany',7,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20200315.1725,20,10,9,1,0,90,10,0,0.8,0.1,0.316228,20,63.245553,10,1074,-1064,1,107.4,-106.4,8,0.8,80,1,5,0.2,1,0.8,4,0,0,0.833333,1,0.909091,0.816497,0.9,0.833333,0.9,0.1,0.9,0.1,0.916667,0.9,0.89899,0.816497,0.9,0.866667,0.89899,0.9,0.001,0,0.00056,0.000018,0.56,0.018,6024,4353,3183,90,50,?,?,?,?,?,?,?,?,?,?,?,?,3
'kredyt przyznany',8,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20200315.1725,21,9,7,2,0,77.777778,22.222222,0,0.526316,0.299145,0.401346,59.54142,79.809443,9.07505,6.123513,2.951537,1.008339,0.68039,0.327949,3.934055,0.437117,43.350232,0.5,2,0,0,1,5,0.5,2,1,0.5,0.666667,0.597614,0.75,0.722222,0.777778,0.277778,0.722222,0.222222,0.84127,0.777778,0.759259,0.597614,0.75,0.717813,0.75,0.777778,0.001,0,0.000524,0.000017,0.524,0.017,5734,4470,3066,100,88.888889,?,?,?,?,?,?,?,?,?,?,?,?,2
'kredyt przyznany',9,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20200315.1725,20,10,7,3,0,70,30,0,0.4,0.318182,0.53397,63.636364,106.794001,10,2151.871942,-2141.871942,1,215.187194,-214.187194,3.724993,0.372499,37.24993,0.8,4,0.4,2,0.6,3,0.2,1,0.666667,0.8,0.727273,0.408248,0.7,0.633333,0.7,0.3,0.7,0.3,0.708333,0.7,0.69697,0.408248,0.7,0.641667,0.69697,0.7,0,0,0.000426,0.000025,0.426,0.025,5735,4353,3183,80,70,?,?,?,?,?,?,?,?,?,?,?,?,2
'kredyt przyznany',10,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20200315.1725,21,9,7,2,0,77.777778,22.222222,0,0.571429,0.240741,0.435677,47.916667,86.6365,9.07505,7.672049,1.403001,1.008339,0.85245,0.155889,4.818528,0.535392,53.096439,1,4,0.4,2,0.6,3,0,0,0.666667,1,0.8,0.632456,0.8,0.666667,0.777778,0.177778,0.822222,0.222222,0.851852,0.777778,0.772222,0.632456,0.8,0.753086,0.775,0.777778,0,0,0.000602,0.000016,0.602,0.016,5955,4470,3066,100,83.333333,?,?,?,?,?,?,?,?,?,?,?,?,3
'kredyt przyznany',1,weka.classifiers.meta.AdaBoostM1,'-P 100 -S 1 -I 10 -W weka.classifiers.trees.DecisionStump',-1178107808933117974,20200315.1725,20,10,9,1,0,90,10,0,0.8,0.097013,0.292246,19.402602,58.449285,10,3.77959,6.22041,1,0.377959,0.622041,8.046875,0.804687,80.468746,0.8,4,0,0,1,5,0.2,1,1,0.8,0.888889,0.816497,1,1,0.9,0.1,0.9,0.1,0.916667,0.9,0.89899,0.816497,1,1,0.89899,0.9,0.001,0,0.001032,0.000029,1.032,0.029,4658,4353,3183,100,55,?,?,?,?,?,?,?,?,?,?,?,?,?
'kredyt przyznany',2,weka.classifiers.meta.AdaBoostM1,'-P 100 -S 1 -I 10 -W weka.classifiers.trees.DecisionStump',-1178107808933117974,20200315.1725,20,10,9,1,0,90,10,0,0.8,0.106899,0.298254,21.379886,59.650748,10,4.250269,5.749731,1,0.425027,0.574973,7.898755,0.789876,78.987551,0.8,4,0,0,1,5,0.2,1,1,0.8,0.888889,0.816497,0.96,0.966667,0.9,0.1,0.9,0.1,0.916667,0.9,0.89899,0.816497,0.96,0.966667,0.89899,0.9,0.001,0,0.001094,0.000032,1.094,0.032,4658,4353,3183,100,60,?,?,?,?,?,?,?,?,?,?,?,?,?
'kredyt przyznany',3,weka.classifiers.meta.AdaBoostM1,'-P 100 -S 1 -I 10 -W weka.classifiers.trees.DecisionStump',-1178107808933117974,20200315.1725,21,9,8,1,0,88.888889,11.111111,0,0.769231,0.124583,0.333564,24.796732,66.330833,9.07505,7.762422,1.312628,1.008339,0.862491,0.145848,6.888182,0.765354,75.90242,0.75,3,0,0,1,5,0.25,1,1,0.75,0.857143,0.790569,0.875,0.875,0.888889,0.138889,0.861111,0.111111,0.907407,0.888889,0.886003,0.790569,0.875,0.859259,0.883117,0.888889,0.001,0,0.001121,0.00002,1.121,0.02,4658,4470,3066,88.888889,55.555556,?,?,?,?,?,?,?,?,?,?,?,?,?
'kredyt przyznany',4,weka.classifiers.meta.AdaBoostM1,'-P 100 -S 1 -I 10 -W weka.classifiers.trees.DecisionStump',-1178107808933117974,20200315.1725,21,9,6,3,0,66.666667,33.333333,0,0.307692,0.290859,0.512302,57.892169,101.873703,9.07505,21.903086,-12.828036,1.008339,2.433676,-1.425337,3.761933,0.417993,41.45358,0.5,2,0.2,1,0.8,4,0.5,2,0.666667,0.5,0.571429,0.316228,0.75,0.761111,0.666667,0.366667,0.633333,0.333333,0.666667,0.666667,0.658009,0.316228,0.75,0.741711,0.649351,0.666667,0.001,0,0.000975,0.000023,0.975,0.023,4658,4470,3066,77.777778,55.555556,?,?,?,?,?,?,?,?,?,?,?,?,?
'kredyt przyznany',5,weka.classifiers.meta.AdaBoostM1,'-P 100 -S 1 -I 10 -W weka.classifiers.trees.DecisionStump',-1178107808933117974,20200315.1725,20,10,9,1,0,90,10,0,0.8,0.112108,0.317406,22.421655,63.481178,10,9.895963,0.104037,1,0.989596,0.010404,7.817728,0.781773,78.177275,0.8,4,0,0,1,5,0.2,1,1,0.8,0.888889,0.816497,0.9,0.911111,0.9,0.1,0.9,0.1,0.916667,0.9,0.89899,0.816497,0.9,0.878889,0.89899,0.9,0.001,0.001,0.00103,0.000024,1.03,0.024,4658,4353,3183,90,55,?,?,?,?,?,?,?,?,?,?,?,?,?
'kredyt przyznany',6,weka.classifiers.meta.AdaBoostM1,'-P 100 -S 1 -I 10 -W weka.classifiers.trees.DecisionStump',-1178107808933117974,20200315.1725,21,9,7,2,0,77.777778,22.222222,0,0.526316,0.21526,0.43966,42.844976,87.428356,9.07505,7.842162,1.232888,1.008339,0.871351,0.136988,5.163545,0.573727,56.898261,0.5,2,0,0,1,5,0.5,2,1,0.5,0.666667,0.597614,0.95,0.9,0.777778,0.277778,0.722222,0.222222,0.84127,0.777778,0.759259,0.597614,0.95,0.92381,0.75,0.777778,0.001,0,0.001118,0.000018,1.118,0.018,4658,4470,3066,100,66.666667,?,?,?,?,?,?,?,?,?,?,?,?,?
'kredyt przyznany',7,weka.classifiers.meta.AdaBoostM1,'-P 100 -S 1 -I 10 -W weka.classifiers.trees.DecisionStump',-1178107808933117974,20200315.1725,20,10,9,1,0,90,10,0,0.8,0.082178,0.205832,16.435625,41.166418,10,1.734601,8.265399,1,0.17346,0.82654,8.368536,0.836854,83.68536,1,5,0.2,1,0.8,4,0,0,0.833333,1,0.909091,0.816497,1,1,0.9,0.1,0.9,0.1,0.916667,0.9,0.89899,0.816497,1,1,0.89899,0.9,0.001,0,0.001017,0.000039,1.017,0.039,4658,4353,3183,100,60,?,?,?,?,?,?,?,?,?,?,?,?,?
'kredyt przyznany',8,weka.classifiers.meta.AdaBoostM1,'-P 100 -S 1 -I 10 -W weka.classifiers.trees.DecisionStump',-1178107808933117974,20200315.1725,21,9,6,3,0,66.666667,33.333333,0,0.307692,0.331359,0.572706,65.953099,113.885369,9.07505,22.788365,-13.713316,1.008339,2.532041,-1.523702,3.092762,0.34364,34.079831,0.5,2,0.2,1,0.8,4,0.5,2,0.666667,0.5,0.571429,0.316228,0.85,0.833333,0.666667,0.366667,0.633333,0.333333,0.666667,0.666667,0.658009,0.316228,0.85,0.857143,0.649351,0.666667,0.001,0,0.001114,0.000017,1.114,0.017,4658,4470,3066,66.666667,50,?,?,?,?,?,?,?,?,?,?,?,?,?
'kredyt przyznany',9,weka.classifiers.meta.AdaBoostM1,'-P 100 -S 1 -I 10 -W weka.classifiers.trees.DecisionStump',-1178107808933117974,20200315.1725,20,10,7,3,0,70,30,0,0.4,0.300508,0.547582,60.101576,109.516443,10,47.594969,-37.594969,1,4.759497,-3.759497,3.99265,0.399265,39.926499,0.8,4,0.4,2,0.6,3,0.2,1,0.666667,0.8,0.727273,0.408248,0.72,0.69619,0.7,0.3,0.7,0.3,0.708333,0.7,0.69697,0.408248,0.72,0.759206,0.69697,0.7,0.004,0,0.001558,0.000033,1.558,0.033,4658,4353,3183,70,50,?,?,?,?,?,?,?,?,?,?,?,?,?
'kredyt przyznany',10,weka.classifiers.meta.AdaBoostM1,'-P 100 -S 1 -I 10 -W weka.classifiers.trees.DecisionStump',-1178107808933117974,20200315.1725,21,9,9,0,0,100,0,0,1,0.034274,0.077237,6.821784,15.358976,9.07505,0.490396,8.584653,1.008339,0.054488,0.95385,8.584653,0.95385,94.596213,1,4,0,0,1,5,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.001,0,0.001048,0.000018,1.048,0.018,4658,4470,3066,100,61.111111,?,?,?,?,?,?,?,?,?,?,?,?,?
'kredyt przyznany',1,weka.classifiers.functions.Logistic,'-R 1.0E-8 -M -1 -num-decimal-places 4',3932117032546553727,20200315.1725,20,10,8,2,0,80,20,0,0.6,0.2,0.447214,40.000007,89.442719,10,109.151804,-99.151804,1,10.91518,-9.91518,5.999999,0.6,59.999995,0.6,3,0,0,1,5,0.4,2,1,0.6,0.75,0.654654,0.76,0.844444,0.8,0.2,0.8,0.2,0.857143,0.8,0.791667,0.654654,0.75,0.751984,0.791667,0.8,0.001,0,0.000772,0.000054,0.772,0.054,8927,4353,3183,80,50,?,?,?,?,?,?,?,?,?,?,?,?,?
'kredyt przyznany',2,weka.classifiers.functions.Logistic,'-R 1.0E-8 -M -1 -num-decimal-places 4',3932117032546553727,20200315.1725,20,10,8,2,0,80,20,0,0.6,0.199242,0.445457,39.848482,89.091364,10,51.370039,-41.370039,1,5.137004,-4.137004,6.010975,0.601097,60.109746,0.8,4,0.2,1,0.8,4,0.2,1,0.8,0.8,0.8,0.6,0.84,0.911111,0.8,0.2,0.8,0.2,0.8,0.8,0.8,0.6,0.84,0.860556,0.8,0.8,0.001,0,0.000661,0.000067,0.661,0.067,8927,4353,3183,80,50,?,?,?,?,?,?,?,?,?,?,?,?,?
'kredyt przyznany',3,weka.classifiers.functions.Logistic,'-R 1.0E-8 -M -1 -num-decimal-places 4',3932117032546553727,20200315.1725,21,9,8,1,0,88.888889,11.111111,0,0.769231,0.111098,0.333295,22.11283,66.277235,9.07505,13.078504,-4.003454,1.008339,1.453167,-0.444828,7.072486,0.785832,77.933309,0.75,3,0,0,1,5,0.25,1,1,0.75,0.857143,0.790569,1,1,0.888889,0.138889,0.861111,0.111111,0.907407,0.888889,0.886003,0.790569,1,1,0.883117,0.888889,0.001,0,0.000608,0.000039,0.608,0.039,8927,4470,3066,88.888889,50,?,?,?,?,?,?,?,?,?,?,?,?,?
'kredyt przyznany',4,weka.classifiers.functions.Logistic,'-R 1.0E-8 -M -1 -num-decimal-places 4',3932117032546553727,20200315.1725,21,9,7,2,0,77.777778,22.222222,0,0.526316,0.21933,0.465306,43.655148,92.528217,9.07505,42.015207,-32.940157,1.008339,4.668356,-3.660017,5.107639,0.567515,56.282212,0.5,2,0,0,1,5,0.5,2,1,0.5,0.666667,0.597614,0.8,0.875,0.777778,0.277778,0.722222,0.222222,0.84127,0.777778,0.759259,0.597614,0.8,0.838889,0.75,0.777778,0,0,0.000734,0.00005,0.734,0.05,8927,4470,3066,77.777778,50,?,?,?,?,?,?,?,?,?,?,?,?,?
'kredyt przyznany',5,weka.classifiers.functions.Logistic,'-R 1.0E-8 -M -1 -num-decimal-places 4',3932117032546553727,20200315.1725,20,10,9,1,0,90,10,0,0.8,0.099999,0.316223,19.999765,63.244605,10,16.025126,-6.025126,1,1.602513,-0.602513,8.000017,0.800002,80.00017,0.8,4,0,0,1,5,0.2,1,1,0.8,0.888889,0.816497,1,1,0.9,0.1,0.9,0.1,0.916667,0.9,0.89899,0.816497,1,1,0.89899,0.9,0.001,0,0.000823,0.000054,0.823,0.054,8927,4353,3183,90,50,?,?,?,?,?,?,?,?,?,?,?,?,?
'kredyt przyznany',6,weka.classifiers.functions.Logistic,'-R 1.0E-8 -M -1 -num-decimal-places 4',3932117032546553727,20200315.1725,21,9,5,4,0,55.555556,44.444444,0,0.1,0.484013,0.677072,96.337131,134.639009,9.07505,170.872395,-161.797345,1.008339,18.985822,-17.977483,0.428403,0.0476,4.720673,0.5,2,0.4,2,0.6,3,0.5,2,0.5,0.5,0.5,0.1,0.55,0.64881,0.555556,0.455556,0.544444,0.444444,0.555556,0.555556,0.555556,0.1,0.536111,0.609656,0.55,0.555556,0,0,0.000646,0.000052,0.646,0.052,8927,4470,3066,55.555556,55.555556,?,?,?,?,?,?,?,?,?,?,?,?,?
'kredyt przyznany',7,weka.classifiers.functions.Logistic,'-R 1.0E-8 -M -1 -num-decimal-places 4',3932117032546553727,20200315.1725,20,10,10,0,0,100,0,0,1,0.006991,0.020106,1.398279,4.02116,10,0.103908,9.896092,1,0.010391,0.989609,9.896092,0.989609,98.960918,1,5,0,0,1,5,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.001,0,0.001089,0.000052,1.089,0.052,8927,4353,3183,100,55,?,?,?,?,?,?,?,?,?,?,?,?,?
'kredyt przyznany',8,weka.classifiers.functions.Logistic,'-R 1.0E-8 -M -1 -num-decimal-places 4',3932117032546553727,20200315.1725,21,9,6,3,0,66.666667,33.333333,0,0.307692,0.333351,0.57735,66.349575,114.808811,9.07505,224.282016,-215.206967,1.008339,24.920224,-23.911885,3.066637,0.340737,33.791958,0.5,2,0.2,1,0.8,4,0.5,2,0.666667,0.5,0.571429,0.316228,0.425,0.496528,0.666667,0.366667,0.633333,0.333333,0.666667,0.666667,0.658009,0.316228,0.466667,0.523457,0.649351,0.666667,0.001,0,0.000991,0.000079,0.991,0.079,8927,4470,3066,66.666667,50,?,?,?,?,?,?,?,?,?,?,?,?,?
'kredyt przyznany',9,weka.classifiers.functions.Logistic,'-R 1.0E-8 -M -1 -num-decimal-places 4',3932117032546553727,20200315.1725,20,10,9,1,0,90,10,0,0.8,0.100028,0.316223,20.005563,63.244673,10,16.130806,-6.130806,1,1.613081,-0.613081,7.999599,0.79996,79.995987,0.8,4,0,0,1,5,0.2,1,1,0.8,0.888889,0.816497,0.92,0.942857,0.9,0.1,0.9,0.1,0.916667,0.9,0.89899,0.816497,0.92,0.938095,0.89899,0.9,0,0,0.000728,0.000058,0.728,0.058,8927,4353,3183,90,50,?,?,?,?,?,?,?,?,?,?,?,?,?
'kredyt przyznany',10,weka.classifiers.functions.Logistic,'-R 1.0E-8 -M -1 -num-decimal-places 4',3932117032546553727,20200315.1725,21,9,6,3,0,66.666667,33.333333,0,0.372093,0.33221,0.575335,66.122556,114.408043,9.07505,90.697491,-81.622442,1.008339,10.077499,-9.06916,3.081527,0.342392,33.956031,1,4,0.6,3,0.4,2,0,0,0.571429,1,0.727273,0.478091,0.725,0.608333,0.666667,0.266667,0.733333,0.333333,0.809524,0.666667,0.640693,0.478091,0.738889,0.747222,0.649351,0.666667,0.001,0,0.000773,0.000062,0.773,0.062,8927,4470,3066,66.666667,50,?,?,?,?,?,?,?,?,?,?,?,?,?
