Id, label
50251	,	William	the	Silent										
50275	,	David												
50291	,	Gothic	Line	order	of	battle								
50294	,	Jimmy	Doolittle											
50317	,	Cadmus	M.	Wilcox										
50373	,	Fatimid	Caliphate											
50380	,	Refugee												
50459	,	Battle	record	of	Arthur	Wellesley								
50460	,	Mukti	Bahini											
50473	,	Battle	of	Remagen										
50504	,	Index	of	World	War	II	articles	(X&#8211	Z)					
50516	,	Battle	of	Stones	River									
50518	,	Erich	Ludendorff											
50537	,	Eugen	Relgis											
50565	,	Battle	of	Agincourt										
50578	,	Regulamentul	Organic											
50582	,	Partitioning	of	the	Ottoman	Empire								
50604	,	Anthony	Wayne											
50648	,	Achilles												
50657	,	Italian	invasion	of	Albania									
50680	,	Old	City	(Jerusalem)										
50681	,	Rashidun	Caliphate											
50719	,	Vietnamese	Demilitarized	Zone										
50797	,	Vandals												
50801	,	Mongolian	People's	Republic										
50854	,	Louis	XI	of	France									
50861	,	Treviso												
50863	,	Bibliography	of	American	Civil	War	military	leaders						
50873	,	Emil	Isac											
50909	,	Henry	Clay											
50938	,	Battle	of	Smolensk	-1941									
50973	,	David	S.	Stanley										
51031	,	Crow	Nation											
51046	,	Atlanta	Campaign	Union	order	of	battle							
51065	,	Five	Forks	Union	order	of	battle							
51098	,	Henry	A.	Wise										
51113	,	Guadalcanal												
51133	,	Johnnie	Johnson	(RAF	officer)									
51139	,	Operation	Dragoon											
51150	,	Robert	Anderson	(Civil	War)									
51179	,	Irish	Civil	War										
51188	,	Commander-in-Chief												
51233	,	Battle	of	Toulouse	-1814									
51240	,	Chilean	War	of	Independence									
51247	,	Peter	I	of	Serbia									
51277	,	Battle	of	Nashville										
51294	,	Crazy	Horse											
51536	,	Pope	John	XXIII										
51608	,	Vernon	Sturdee											
51693	,	Battle	of	Stalingrad										
51763	,	White	movement											
51779	,	Battle	of	France										
51788	,	Helen	of	Troy										
51874	,	Jean	Gabriel	Marchand										
51957	,	Italo-Turkish	War											
52002	,	Alfred	Gibbs											
52051	,	Seven	Pines	Union	order	of	battle							
52052	,	Philip	the	Good										
52115	,	Wartime	sexual	violence										
52236	,	Mihail	Kog&#259	lniceanu										
52265	,	France&#8211	United	Kingdom	relations									
52353	,	Soviet	invasion	of	Manchuria									
52399	,	Peace	of	Paris	-1783									
52425	,	William	Hull											
52426	,	&#216	ystein	S&#248	rensen									
52490	,	Nez	Perce	War										
52509	,	Charles	Leclerc											
52558	,	Geronimo												
52570	,	Umayyad	Caliphate											
52586	,	George	Monck											
52686	,	Army	of	the	Cumberland									
52725	,	Second	Bull	Run	Confederate	order	of	battle						
52741	,	Scotland	in	the	Wars	of	the	Three	Kingdoms					
52760	,	James	Madison											
52818	,	Alphonse	Juin											
52862	,	Jacob	Dolson	Cox										
52970	,	Anton	Denikin											
52975	,	Arauco	War											
53048	,	English	Americans											
53097	,	Serbs	of	Croatia										
53133	,	Douglas	Bader											
53148	,	Appomattox	Campaign	Union	order	of	battle							
53221	,	James	B.	Ricketts										
53273	,	Carl	Friedrich	Goerdeler										
53290	,	Battle	of	Arcole										
53308	,	Potsdam	Agreement											
53345	,	Gray's	Inn											
53370	,	Song	dynasty											
53473	,	Cedar	Creek	Confederate	order	of	battle							
53482	,	Golda	Meir											
53499	,	Grenville	M.	Dodge										
53512	,	Slovak	National	Uprising										
53537	,	Menelaus												
53547	,	George	Rooke											
53728	,	Battle	of	Omdurman										
53731	,	Military	use	of	children									
53760	,	Battle	of	Friedland										
53781	,	Battle	of	Le	Transloy									
53787	,	American	Campaign	Medal										
53796	,	British	First	World	War	cavalry	generals							
53816	,	Mediterranean	Squadron	(United	States)									
53851	,	Sim&#243	n	Bol&#237	var									
53910	,	Battle	of	Antietam										
53920	,	Battle	of	Santiago	de	Cuba								
53937	,	Franklin	Pierce											
53951	,	Henry	VI	of	England									
54034	,	Black	Panther	Party										
54038	,	Battle	of	Leyte										
54080	,	Invasion	of	Yugoslavia										
54083	,	Cheka												
54097	,	Globe	Tavern	Union	order	of	battle							
54151	,	David	G.	Chandler										
54154	,	Charles	Pomeroy	Stone										
54202	,	Second	Bull	Run	Union	order	of	battle						
54222	,	Second	Seminole	War										
54227	,	Anglo-Zulu	War											
54292	,	Winfield	Scott	Hancock										
54396	,	Military	career	of	Sim&#243	n	Bol&#237	var						
54431	,	Speaker	of	the	Legislative	Assembly	of	Prince	Edward	Island				
54453	,	War	in	the	Vend&#233	e								
54456	,	Battle	of	Fontenoy										
54468	,	Expansion	operations	and	planning	of	the	Axis	Powers					
54473	,	Battle	of	Franklin	-1864	Confederate	order	of	battle					
54559	,	George	W.	Getty										
54610	,	People's	Republic	of	Bulgaria									
54627	,	Neo-Assyrian	Empire											
54720	,	War	elephant											
54746	,	Johnson's	Island											
54825	,	Arthur	MacArthur											
54831	,	Darius	I											
54886	,	UNITA												
54893	,	Liu	Bocheng											
54907	,	Casablanca	Conference											
54915	,	East	African	Campaign	(World	War	I)							
54984	,	Punic	Wars											
55014	,	Srebrenica	massacre											
55032	,	Joseph	B.	Kershaw										
55048	,	Charles	III	of	Spain									
55056	,	IV	Corps	(Grande	Arm&#233	e)								
55092	,	Richard	Taylor	(general)										
55106	,	Philip	Sheridan											
55112	,	Battle	of	Aspern-Essling										
55185	,	Joseph	Bonaparte											
55215	,	Marc	Antoine	de	Beaumont									
55310	,	Polish	areas	annexed	by	Nazi	Germany							
55459	,	French	invasion	of	Russia									
55564	,	Theodoros	Kolokotronis											
55581	,	Italian	resistance	movement										
55648	,	Francis	C.	Barlow										
55690	,	1971	Bangladesh	genocide										
55692	,	Index	of	World	War	II	articles	(T)						
55704	,	Infantry	square											
55729	,	Beta	Israel											
55747	,	July	Revolution											
55780	,	Mujahideen												
55823	,	Rhine	Campaign	of	1796									
55922	,	Savannah	Campaign	Union	order	of	battle							
55926	,	Yom	Kippur	War										
55945	,	Napoleon	III											
55956	,	Tirah	Campaign											
55969	,	Nguy&#7877	n	Kh&#225	nh									
55993	,	Karabiner	98k											
56020	,	Index	of	World	War	II	articles	(I)						
56048	,	V&#245		Nguy&#234	n	Gi&#225	p							
56157	,	Battle	of	Williamsburg										
56173	,	Charles	George	Gordon										
56200	,	David	II	of	Scotland									
56216	,	Kingdom	of	Hungary	(1920&#8211	46)								
56258	,	Dissolution	of	the	Soviet	Union								
56274	,	Cuban	Revolution											
56283	,	Captaincy	General	of	Cuba									
56306	,	Second	Petersburg	Union	order	of	battle							
56339	,	XXX	Corps	(United	Kingdom)									
56386	,	Benjamin	McCulloch											
56462	,	Tennessee	in	the	American	Civil	War							
56508	,	Jefferson	Davis											
56544	,	The	Hump											
56565	,	Albert	Einstein											
56612	,	Chickamauga	Cherokee											
56618	,	Blue	Horse	(Lakota	leader)									
56652	,	Canadian	National	Vimy	Memorial									
56672	,	Andrew	Johnson											
56706	,	American	Indian	Wars										
56710	,	Frank	Berryman											
56740	,	Samuel	W.	Crawford										
56775	,	Henri	Mathias	Berthelot										
56807	,	Western	Wall											
56813	,	Imperial	Japanese	Navy	Air	Service								
56950	,	Henry	Rawlinson											
56957	,	John	Gibbon											
56972	,	Indo-Pakistani	War	of	1971									
56975	,	Arthur	St.	Clair										
56979	,	Heinz	Guderian											
57025	,	Fort	Pitt	(Pennsylvania)										
57033	,	Manifest	destiny											
57089	,	Flanders	Campaign											
57105	,	John	Churchill											
57109	,	Battle	of	New	Orleans									
57117	,	Paris	Commune											
57207	,	Shukri	al-Quwatli											
57219	,	Werwolf												
57240	,	Territory	of	Hawaii										
57243	,	Charles	Portal											
57265	,	Arthur	Seyss-Inquart											
57266	,	Supreme	Headquarters	Allied	Expeditionary	Force								
57297	,	SFOR												
57315	,	Jean-Paul	Sartre											
57478	,	Battle	of	Eckm&#252	hl									
57483	,	Bombing	of	Dresden	in	World	War	II						
57532	,	Dragoon												
57577	,	Stonewall	Jackson											
57592	,	Irish	military	diaspora										
57621	,	Military	Order	of	the	Loyal	Legion	of	the	United	States			
57635	,	Breakup	of	Yugoslavia										
57670	,	National	Schism											
57674	,	Jesus												
57685	,	Battle	of	Atlanta										
57707	,	Siege	of	Boston										
57732	,	Battle	of	the	Scheldt									
57788	,	William	Henry	Harrison										
57810	,	Purim												
57821	,	Battle	of	Memel										
57867	,	Dieppe	Raid											
57880	,	Konstantin	Rokossovsky											
57915	,	John	Tyler											
57973	,	Vietnam	Veterans	Memorial										
57978	,	Second	Barbary	War										
58024	,	Iwane	Matsui											
58025	,	American	propaganda	during	World	War	II							
58064	,	John	S.	Marmaduke										
58074	,	National	Liberation	Front	(Algeria)									
58075	,	Order	of	battle	for	the	Battle	of	the	Somme				
58108	,	Operation	Diadem	order	of	battle								
58110	,	King	William's	War										
58116	,	Battle	of	Savage's	Station									
58132	,	Frederick	Henry											
58151	,	American	entry	into	World	War	I							
58154	,	Lew	Wallace											
58159	,	Croat&#8211	Bosniak	War										
58169	,	Creek	War											
58193	,	Ukrainian	Insurgent	Army										
58198	,	Jewish	exodus	from	Arab	and	Muslim	countries						
58262	,	VII	Corps	(Grande	Arm&#233	e)								
58276	,	Siege	of	Sarajevo										
58279	,	Chiang	Kai-shek											
58342	,	Resistance	during	World	War	II								
58390	,	Siege	of	Vicksburg										
58429	,	Jan	Smuts											
58454	,	Fitz	John	Porter										
58512	,	Imperial	Russian	Army										
58609	,	Joseph	Souham											
58669	,	First	Battle	of	Kharkov									
58777	,	Jena&#8211	Auerstedt	campaign	order	of	battle							
58827	,	Appeasement												
58849	,	Chuuk	Lagoon											
58865	,	Diocletian												
58936	,	Junta	(Peninsular	War)										
58939	,	Evander	M.	Law										
58948	,	Japanese	invasion	of	Manchuria									
58986	,	John	Hunt	Morgan										
59001	,	Catherine	the	Great										
59014	,	Collaboration	with	the	Axis	Powers	during	World	War	II				
59043	,	Al-Andalus												
59082	,	Lucre&#539	iu	P&#259	tr&#259	&#537	canu							
59122	,	Pacific	Fur	Company										
59260	,	John	Graves	Simcoe										
59297	,	Hussite	Wars											
59369	,	Lvov&#8211	Sandomierz	Offensive										
59386	,	Abbasid	Caliphate											
59396	,	Prince	Friedrich	Franz	Xaver	of	Hohenzollern-Hechingen							
59419	,	Operation	Charnwood											
59422	,	Jean-Baptiste	Donatien	de	Vimeur									
59430	,	J&#243	zef	Poniatowski										
59434	,	War	of	the	Austrian	Succession								
59484	,	Charles	Napier	(Royal	Navy	officer)								
59600	,	Delian	League											
59669	,	Cuthbert	Collingwood											
59743	,	Jean-Mathieu-Philibert	S&#233	rurier										
59746	,	Gallic	Wars											
59776	,	David	Ben-Gurion											
59818	,	Seara	(newspaper)											
59891	,	Trans-Mississippi	Theater	of	the	American	Civil	War						
59899	,	SMERSH												
59910	,	Battle	of	Buena	Vista									
59917	,	David	Hunter											
59964	,	Benito	Mussolini											
60004	,	Treaty	of	Brest-Litovsk										
60012	,	Chattanooga	Campaign											
60051	,	Kurt	Student											
60055	,	Solomon	Islands	campaign										
60220	,	Spanish	coup	of	July	1936								
60222	,	Gheorghe	Asachi											
60254	,	51st	state											
60263	,	Leopold	I											
60287	,	Munich	Agreement											
60292	,	Battle	of	Cumberland	Church									
60297	,	Mark	Twain											
60301	,	Second	French	Empire										
60326	,	Hispanics	in	the	United	States	Marine	Corps						
60337	,	Jaysh	al-Islam											
60397	,	Second	Winchester	Confederate	order	of	battle							
60460	,	Gallipoli	Campaign											
60478	,	Dra&#382	a	Mihailovi&#263										
60622	,	Douglas	Haig											
60728	,	John	Bell	(Tennessee	politician)									
60833	,	Belgian	Resistance											
60857	,	Gulbuddin	Hekmatyar											
60875	,	Battle	of	Jemappes										
60887	,	Iraq	and	weapons	of	mass	destruction							
60910	,	Anne	Gilbert	de	Laval									
60936	,	Battle	of	Vukovar										
60953	,	Federation	of	Malaya										
60987	,	Paris	Peace	Treaties										
61025	,	Operation	Pedestal											
61152	,	Argentine	War	of	Independence									
61172	,	Territory	of	the	Military	Commander	in	Serbia						
61185	,	Crimean	War											
61243	,	Edward	IV	of	England									
61304	,	Stephen	W.	Kearny										
61308	,	Massacres	of	Poles	in	Volhynia	and	Eastern	Galicia					
61317	,	Jesse	L.	Reno										
61351	,	Cecil	Rhodes											
61373	,	Bernardo	O'Higgins											
61491	,	Hans-Joachim	Marseille											
61497	,	Battle	of	Buna&#8211	Gona									
61507	,	Greek	War	of	Independence									
61587	,	Salvadoran	Civil	War										
61608	,	Mine	Run	Campaign	Union	order	of	battle						
61665	,	Wang	Jingwei											
61696	,	IX	Corps	(United	Kingdom)									
61710	,	Battle	of	Fuentes	de	O&#241	oro							
61734	,	Ku	Klux	Klan										
61813	,	Perpessicius												
61840	,	Derg												
61842	,	Sasanian	Empire											
61860	,	Marrano												
61925	,	First	Boer	War										
61932	,	Jefferson	C.	Davis										
61952	,	Peninsula	Campaign											
61992	,	Nazism												
62036	,	Reconstruction	Amendments											
62058	,	Radar	in	World	War	II								
62080	,	Adams&#8211	On&#237	s	Treaty									
62102	,	Spiro	Agnew											
62129	,	Taiping	Rebellion											
62141	,	Zbigniew	Brzezinski											
62147	,	Li	Hongzhang											
62171	,	Henry	Heth											
62198	,	Upper	Silesian	Offensive										
62200	,	Joan	of	Arc										
62212	,	Nebraska	Territory											
62258	,	Siege												
62300	,	Peace	of	Riga										
62361	,	Lewis	Cass											
62365	,	Hern&#225	n	Cort&#233	s									
62369	,	Philippines	Campaign	(1941&#8211	42)									
62422	,	First	Punic	War										
62465	,	Saint-Domingue												
62509	,	Bushrod	Johnson											
62533	,	William	Tecumseh	Sherman										
62612	,	Wilhelmina	of	the	Netherlands									
62615	,	Chronology	of	events	of	the	Peninsular	War						
62652	,	Khalid	ibn	al-Walid										
62703	,	State	of	Vietnam										
62717	,	Charles	Louis	Dieudonn&#233		Grandjean								
62761	,	John	Adams	Dix										
62815	,	First	Anglo-Sikh	War										
62873	,	Price's	Raid											
62891	,	Gettysburg	Battlefield											
62900	,	African-American	Civil	Rights	Movement	(1896&#8211	1954)							
62905	,	Battle	of	Aleppo	(2012&#8211	present)								
62907	,	Operation	Overlord											
62965	,	Batu	Lintang	camp										
62973	,	Ferdinand	Marcos											
63038	,	Georg-Hans	Reinhardt											
63050	,	Jerusalem	during	the	Second	Temple	Period							
63141	,	Robert	Dudley											
63150	,	Arab&#8211	Byzantine	wars										
63272	,	Battle	of	the	Somme									
63350	,	Western	Desert	Campaign										
63364	,	Native	Americans	in	the	United	States							
63394	,	French	First	Republic										
63511	,	Mesoamerica												
63535	,	Greek	People's	Liberation	Army									
63544	,	Outline	of	United	States	history								
63575	,	Louis	Philippe	I										
63603	,	Rutherford	B.	Hayes										
63607	,	Gala	Galaction											
63632	,	Isaac	Shelby											
63716	,	Battle	of	the	Thames									
63744	,	Battle	of	Fort	Stevens									
63769	,	Abraham	Lincoln											
63872	,	Battle	of	Salamis										
63932	,	Battle	of	Cape	Finisterre	-1805								
63997	,	Index	of	World	War	II	articles	(B)						
64025	,	Russo-Polish	War	(1654&#8211	67)									
64088	,	Fort	Detroit											
64108	,	Cuban	War	of	Independence									
64128	,	Battle	of	Cedar	Mountain									
64147	,	Role	of	the	United	States	in	the	Vietnam	War				
64260	,	Alexander	L&#246	hr										
64263	,	Oder&#8211	Neisse	line										
64286	,	Hundred	Years'	War										
64315	,	National	Transitional	Council										
64402	,	Triple	Entente											
64403	,	New	Spain											
64412	,	Georgia	in	the	American	Civil	War							
64437	,	Boydton	Plank	Road	Union	order	of	battle						
64455	,	Battle	of	Hohenlinden										
64480	,	Paris	Peace	Accords										
64573	,	John	Rodgers	(1772&#8211	1838)									
64591	,	Bataan	Death	March										
64638	,	Battle	of	Trebbia	-1799									
64646	,	Simeon	I	of	Bulgaria									
64690	,	Interwar	period											
64709	,	Siege	of	Savannah										
64718	,	Darius	N.	Couch										
64720	,	Jean-Charles	Pichegru											
64764	,	Aleksandr	Vasilevsky											
64770	,	Shogun												
64783	,	Hans	Fredrik	Dahl										
64800	,	Court-martial	of	Fitz	John	Porter								
64816	,	Bayard	Rustin											
64823	,	Stefan	Czarniecki											
64848	,	Rabaul												
64865	,	American	Revolution											
65020	,	Battles	of	Khalkhin	Gol									
65091	,	Carnation	Revolution											
65094	,	Dodecanese	Campaign											
65112	,	Kempeitai												
65121	,	Battle	of	Hampton	Roads									
65183	,	Quisling	regime											
65242	,	French	Third	Republic										
65321	,	Ottoman	wars	in	Europe									
65346	,	Liberation	of	Paris										
65354	,	Outline	of	World	War	I								
65372	,	Six-Day	War											
65374	,	Occupation	of	the	Baltic	states								
65444	,	Moors												
65536	,	Landing	at	Anzac	Cove									
65552	,	Leonid	Brezhnev											
65578	,	Jonesborough	Union	order	of	battle								
65592	,	Horace	Robertson											
65601	,	Battle	of	Britain										
65618	,	Gordon	Gollob											
65636	,	Siege	of	Budapest										
65696	,	Third	Crusade											
65740	,	South-East	Asian	theatre	of	World	War	II						
65793	,	Pentagon	Papers											
65795	,	Republic	of	Texas										
65816	,	Haakon	VII	of	Norway									
65863	,	Military	intervention	against	ISIL									
65887	,	Prince	William											
65964	,	Eva	Braun											
65977	,	Fulgencio	Batista											
66001	,	Faisal	I	of	Iraq									
66026	,	Battle	of	the	Santa	Cruz	Islands							
66071	,	Margaret	of	Anjou										
66075	,	Anthony	Eden											
66090	,	Fourth	Anglo-Dutch	War										
66187	,	Normandy	landings											
66215	,	Emperor	Meiji											
66299	,	Seven	Days	Battles										
66311	,	Siege	of	Port	Arthur									
66322	,	Colin	Campbell											
66332	,	Philippine&#8211	American	War										
66366	,	Heckler	&amp		Koch	G3								
66408	,	Aerial	victory	standards	of	World	War	I						
66422	,	Spanish	West	Indies										
66465	,	New	Mexico	Territory										
66471	,	Battle	of	Edgehill										
66485	,	Disenfranchisement	after	the	Reconstruction	Era								
66491	,	Fall	of	Constantinople										
66500	,	Louisiana	(New	Spain)										
66568	,	Clement	Attlee											
66578	,	King	George's	War										
66616	,	Operation	Uranus											
66627	,	B&#7843	o	&#272	&#7841	i								
66629	,	Wilfred	Owen											
66896	,	Wars	of	the	Three	Kingdoms								
66992	,	Gran	Colombia											
67015	,	Battle	of	Mine	Run									
67043	,	Brian	Horrocks											
67044	,	Thiepval	Memorial											
67051	,	Zionism												
67097	,	Pharisees												
67107	,	Victory	over	Japan	Day									
67145	,	John	Dill											
67146	,	Louis	Michel	Antoine	Sahuc									
67174	,	Siege	of	Louisbourg	-1745									
67187	,	Philip	V	of	Macedon									
67202	,	Evelyn	Wood	(British	Army	officer)								
67217	,	Bristoe	Campaign											
67316	,	Estonia	in	World	War	II								
67347	,	Ion	I.	C.	Br&#259	tianu								
67372	,	Ranchos	of	California										
67374	,	Battle	of	Bristoe	Station									
67375	,	Kim	Philby											
67431	,	Catholic	League	(German)										
67445	,	Battle	of	Shiloh										
67454	,	Siege	of	Burgos										
67462	,	Battle	of	Fallen	Timbers									
67467	,	Winfield	Scott											
67475	,	Archibald	Murray											
67592	,	Royal	Guelphic	Order										
67638	,	Sam	Houston											
67682	,	Haganah												
67692	,	Sir	Henry	Wilson										
67710	,	Brompton	Cemetery											
67736	,	Mexican	Drug	War										
67742	,	William	Rosecrans											
67787	,	Battle	of	Singapore										
67831	,	Index	of	World	War	II	articles	(R)						
67838	,	War	in	Afghanistan	(2001&#8211	14)								
67941	,	Rif	War											
67944	,	Battle	of	Roanoke	Island									
67959	,	Eddie	Rickenbacker											
67983	,	Battle	of	Resaca										
68081	,	Battle	of	Czarnowo										
68093	,	Battle	of	the	Nile									
68102	,	33rd	Virginia	Infantry										
68204	,	American-led	intervention	in	Iraq	(2014&#8211	present)							
68265	,	Third	Battle	of	Ypres									
68270	,	Marine	Corps	Base	Camp	Lejeune								
68300	,	Byzantine	navy											
68315	,	Spanish	colonization	of	the	Americas								
68320	,	Irish	diaspora											
68327	,	Claude	Auchinleck											
68331	,	Harold	Alexander											
68343	,	Mesopotamian	campaign											
68347	,	Operation	Compass											
68370	,	Stand	Watie											
68371	,	American	Theater	(World	War	II)								
68434	,	Log	Revolution											
68454	,	John	C.	Breckinridge										
68474	,	Wabanaki	Confederacy											
68478	,	French	Left											
68534	,	German	invasion	of	Belgium									
68566	,	Emilio	Mola											
68572	,	Wilderness	Confederate	order	of	battle								
68726	,	Honor&#233		Joseph	Antoine	Ganteaume								
68744	,	H.	H.	Asquith										
68824	,	Sydney	Rowell											
68850	,	Nivelle	Offensive											
68874	,	Jacques	Desjardin											
68906	,	Pine	Ridge	Indian	Reservation									
68981	,	Northwest	Indian	War										
69080	,	Al-Nusra	Front											
69088	,	Battle	of	Camperdown										
69095	,	Operation	Market	Garden										
69148	,	Jacques	MacDonald											
69180	,	Lon	Nol											
69186	,	World	War	II										
69220	,	Ahmad	Shah	Massoud										
69303	,	Siege	of	Yorktown										
69356	,	Antoine	Digonet											
69369	,	Heinrich	Himmler											
69412	,	Redvers	Buller											
69437	,	World	War	I										
69441	,	Billy	Mitchell											
69449	,	Utah	Beach											
69498	,	Deluge	(history)											
69504	,	Horatio	Gates											
69516	,	Allies	of	World	War	II								
69559	,	Operation	Shingle											
69586	,	Hamilton	Fish											
69665	,	Sigismund												
69708	,	French	Indochina											
69724	,	Evelyn	Waugh											
69756	,	Pedro	II	of	Brazil									
69767	,	John	Hay											
69798	,	4th	Vermont	Infantry										
69813	,	Alexander	III	of	Russia									
69822	,	Paul	Ludwig	Ewald	von	Kleist								
69842	,	Eastern	Theater	of	the	American	Civil	War						
69886	,	Dunkirk	evacuation											
69890	,	Armenian	Genocide											
69905	,	Fort	Duquesne											
69997	,	Battle	of	Bardia										
70024	,	Battle	of	Dinwiddie	Court	House								
70063	,	The	Holocaust											
70076	,	Cryptanalysis	of	the	Enigma									
70078	,	American-British-Dutch-Australian	Command											
70179	,	Henry	VII	of	England									
70214	,	Grand	Army	of	the	Republic								
70267	,	Securitate												
70301	,	Mark	Antony											
70318	,	Northern	Mariana	Islands										
70440	,	Army	of	Virginia										
70455	,	French	conquest	of	Algeria									
70550	,	Long	Parliament											
70551	,	Mikl&#243	s	Horthy										
70554	,	Treaty	of	Karlowitz										
70560	,	Military	leadership	in	the	American	Civil	War						
70578	,	Battle	of	Taranto										
70580	,	Andrew	Jackson											
70605	,	James	G.	Blaine										
70636	,	First	Battle	of	the	Marne								
70644	,	Communist	Party	of	China									
70666	,	Siege	of	Leningrad										
70712	,	Johann	Mickl											
70751	,	World	war											
70760	,	Jos&#233		Miguel	Carrera									
70811	,	Republic	of	Venice										
70847	,	World	War	I	reparations									
70852	,	Treaty	of	Guadalupe	Hidalgo									
70935	,	Bai	Chongxi											
70977	,	Winston	Churchill											
70985	,	Governor-General	of	the	Philippines									
70995	,	Finnish	Civil	War										
71049	,	Paul	Hausser											
71058	,	Thomas	Devin											
71090	,	7th	Infantry	Brigade	and	Headquarters	East							
71148	,	Spanish	Constitution	of	1812									
71157	,	Central	Powers											
71164	,	David	Farragut											
71241	,	Battle	of	Forts	Jackson	and	St.	Philip						
71256	,	Franz	von	Werneck										
71269	,	Battle	of	the	Boyne									
71327	,	Tony	Benn											
71333	,	Marine	Corps	Recruit	Depot	San	Diego							
71347	,	Second	Battle	of	Petersburg									
71351	,	Hideki	Tojo											
71362	,	Cross	of	Sacrifice										
71366	,	French	colonial	empire										
71402	,	Army	of	Mississippi										
71405	,	Hispanic	Americans	in	World	War	II							
71409	,	George	Rogers	Clark										
71474	,	Anglo-Iraqi	War											
71483	,	Axis	and	Soviet	air	operations	during	Operation	Barbarossa					
71517	,	Tecumseh's	War											
71546	,	Ivan	Bagramyan											
71656	,	Senussi												
71666	,	Kentucky	in	the	American	Civil	War							
71668	,	F&#252	hrerbunker											
71687	,	Perryville	Union	order	of	battle								
71693	,	Surrender	of	Japan										
71705	,	Battle	of	Crete										
71726	,	Iraq	War	in	Anbar	Province								
71763	,	James	M.	McPherson										
71800	,	Italian	campaigns	of	the	French	Revolutionary	Wars						
71818	,	Battle	of	Monte	Cassino									
71918	,	Estonian	War	of	Independence									
71956	,	Montana	Territory											
72012	,	Bulgaria	during	World	War	I								
72038	,	Franco-Ottoman	alliance											
72109	,	Battle	of	Cannae										
72176	,	Gough	Whitlam											
72191	,	Eastern	Front	(World	War	I)								
72199	,	Helena												
72203	,	Battle	of	Broodseinde										
72221	,	Trajan												
72227	,	Battle	of	Eylau										
72232	,	Claus	von	Stauffenberg										
72359	,	Battle	of	Kennesaw	Mountain									
72363	,	Horace	Smith-Dorrien											
72389	,	Paul	von	Lettow-Vorbeck										
72471	,	James	Wolfe											
72520	,	Five	Forks	Confederate	order	of	battle							
72532	,	Joachim	Murat											
72589	,	Horatio	Nelson											
72614	,	Helmuth	von	Moltke	the	Elder								
72629	,	March	on	Washington	for	Jobs	and	Freedom						
72640	,	Opposition	to	United	States	involvement	in	the	Vietnam	War				
72656	,	Cherokee	military	history										
72659	,	Battle	of	Rhode	Island									
72708	,	Edward	Spears											
72755	,	Operation	Paperclip											
72783	,	Cavalier												
72807	,	Dakota	Territory											
72810	,	Maxwell	D.	Taylor										
72850	,	Battle	of	Cold	Harbor									
72853	,	I	Corps	(United	Kingdom)									
72861	,	Ulysses	S.	Grant										
72887	,	Spanish	Civil	War										
72907	,	Paul	I	of	Russia									
72949	,	Matthew	Ridgway											
72973	,	Arctic	naval	operations	of	World	War	II						
72988	,	Wolfram	Freiherr	von	Richthofen									
73037	,	1st	Minnesota	Volunteer	Infantry									
73039	,	Thomas	Cochrane											
73075	,	Frederick	Haldimand											
73141	,	Vang	Pao											
73272	,	Pacification	of	Manchukuo										
73344	,	Aboriginal	peoples	in	Canada									
73353	,	West	Germany											
73475	,	French	intervention	in	Mexico									
73570	,	Kargil	War											
73573	,	Subhas	Chandra	Bose										
73580	,	Paul	Revere											
73609	,	Ioan	C.	Filitti										
73627	,	I	Corps	(Grande	Arm&#233	e)								
73638	,	Antietam	Confederate	order	of	battle								
73686	,	Benjamin	Franklin											
73704	,	Seven	Years'	War										
73738	,	Kingdom	of	Sicily										
73771	,	Landing	at	Nadzab										
73782	,	79th	New	York	Volunteer	Infantry								
73799	,	Malayan	Emergency											
73800	,	Philadelphia	campaign											
73874	,	William	H.	French										
73905	,	Sixth	Coalition											
73907	,	Kara&#273	or&#273	e										
73938	,	Battle	of	Khe	Sanh									
74023	,	Battle	of	Messines	-1917									
74043	,	Nguy&#7877	n	Cao	K&#7923									
74065	,	Mining	(military)											
74168	,	Lee&#8211	Enfield											
74174	,	Korean	War	Service	Medal									
74225	,	Battle	of	Quatre	Bras									
74277	,	Battle	of	Five	Forks									
74330	,	Ed	Bearss											
74365	,	Battle	of	Towton										
74377	,	Strategic	operations	of	the	Red	Army	in	World	War	II			
74401	,	Argentine	Civil	Wars										
74418	,	First	Opium	War										
74422	,	Borneo	campaign	-1945										
74440	,	Archduke	Charles											
74454	,	Battle	of	Fort	Sumter									
74466	,	Reconquista												
74477	,	Third	Anglo-Afghan	War										
74478	,	John	Norreys											
74480	,	George	Meade											
74483	,	Battles	of	Latrun	-1948									
74504	,	William	Farrar	Smith										
74612	,	Mustafa	Kemal	Atat&#252	rk									
74618	,	Paleo-Indians												
74661	,	Belgrade	Offensive											
74710	,	Arthur	Lyon	Fremantle										
74727	,	Easter	Rising											
74768	,	Pike	(weapon)											
74792	,	Battle	of	Chantilly										
74854	,	Osama	bin	Laden										
74864	,	Henry	IV	of	England									
74928	,	Portuguese	Restoration	War										
74936	,	Kingdom	of	Serbs										
74941	,	Battle	of	Malvern	Hill									
74952	,	French	Union											
74962	,	August	von	Mackensen										
75025	,	Second	Crusade											
75030	,	3rd	Panzer	Army										
75086	,	D&#432	&#417	ng	V&#259	n	Minh							
75087	,	Khmelnytsky	Uprising											
75100	,	Battle	of	the	Bulge	order	of	battle						
75109	,	St.	Clair's	Defeat										
75129	,	Opequon	Confederate	order	of	battle								
75153	,	Maurice	(emperor)											
