Id, label
26027	,	John	E.	Wool										
26051	,	Thomas	J.	Wood										
26058	,	Battle	of	Fisher's	Hill									
26178	,	Siege	of	Lucknow										
26222	,	Horace	Fran&#231	ois	Bastien	S&#233	bastiani	de	La	Porta				
26233	,	Battles	of	Saratoga										
26250	,	Aeschylus												
26316	,	Barry	Goldwater											
26340	,	Causes	of	World	War	II								
26452	,	Battles	of	Narvik										
26556	,	Xinhai	Revolution											
26589	,	Nikephoros	II	Phokas										
26640	,	Black	Hawk	War										
26682	,	Second	Sino-Japanese	War										
26704	,	Lin	Biao											
26719	,	Solomon	Schechter											
26738	,	First	Barbary	War										
26801	,	James	Monroe											
26854	,	Sir	William	Johnson										
26871	,	Japanese	war	crimes										
26875	,	Battle	of	Borodino										
26887	,	Polish&#8211	Lithuanian	Commonwealth										
26891	,	Vladimir	Tism&#259	neanu										
26951	,	Sidney	Smith	(Royal	Navy	officer)								
27006	,	French	and	Indian	War									
27026	,	Henry	V	of	England									
27043	,	Magna	Carta											
27082	,	German	colonial	empire										
27088	,	Index	of	World	War	II	articles	(P)						
27130	,	Peebles's	Farm	Union	Order	of	Battle							
27218	,	Polish	culture	during	World	War	II							
27239	,	Italian	irredentism											
27298	,	Battle	of	Moscow										
27315	,	Anglo-Spanish	War	(1585&#8211	1604)									
27341	,	Johann	Sigismund	Riesch										
27357	,	Battle	of	Blenheim										
27410	,	Vietnamization												
27418	,	Mid-Ocean	Escort	Force										
27441	,	Wesley	Merritt											
27464	,	Yishuv												
27509	,	Bozeman	Trail											
27532	,	Third	Anglo-Dutch	War										
27559	,	Robert	Hoke											
27587	,	James	B.	McPherson										
27597	,	William	D.	Leahy										
27616	,	First	Czechoslovak	Republic										
27649	,	Cao	V&#259	n	Vi&#234	n								
27676	,	Yalta	Conference											
27739	,	Marine	Corps	Recruit	Depot	Parris	Island							
27762	,	Ba'athist	Iraq											
27763	,	Siege	of	Sevastopol	(1854&#8211	55)								
27802	,	Ferdinand	II											
27832	,	Siegfried	Sassoon											
27840	,	Omar	al-Bashir											
27911	,	Joachim	M&#252	ncheberg										
27992	,	Gettysburg	Union	order	of	battle								
28017	,	United	Confederate	Veterans										
28058	,	Harry	S.	Truman										
28124	,	John	Fisher											
28128	,	Tudor	Arghezi											
28145	,	Father	Le	Loutre's	War									
28168	,	Allied	intervention	in	the	Russian	Civil	War						
28217	,	Republic	of	Bosnia	and	Herzegovina								
28299	,	National	Legionary	State										
28324	,	Hastings	Ismay											
28350	,	Arab	Liberation	Army										
28379	,	Massachusetts	in	the	American	Civil	War							
28386	,	Fourth	Crusade											
28406	,	Prince	Philip											
28410	,	Daniel	Morgan											
28431	,	II	Corps	(Grande	Arm&#233	e)								
28499	,	Treaty	of	Berlin	-1878									
28514	,	Enver	Pasha											
28566	,	Black	people											
28575	,	Commanders	of	World	War	II								
28590	,	Military	Frontier											
28600	,	Third	Battle	of	Gaza									
28609	,	Seven	Days	Confederate	order	of	battle							
28632	,	Republic	of	China	(1912&#8211	49)								
28653	,	Internment	of	Japanese	Americans									
28657	,	Causes	of	World	War	I								
28682	,	Friedrich	Wilhelm	von	Steuben									
28684	,	Pablo	Picasso											
28741	,	Comanche												
28821	,	Battle	of	Fredericksburg										
28824	,	John	Stark											
28887	,	Robert	E.	Lee										
28888	,	Equal	Protection	Clause										
28895	,	Burma	Campaign											
28921	,	Josef	Terboven											
28978	,	Parthian	Empire											
29061	,	Peace	of	Basel										
29097	,	Phoney	War											
29148	,	Compromise	of	1850										
29163	,	Burma	Railway											
29217	,	War	memorial											
29301	,	United	Nations	Partition	Plan	for	Palestine							
29307	,	Ibrahim	Pasha	of	Egypt									
29314	,	VI	Corps	(Grande	Arm&#233	e)								
29371	,	Peter	the	Great										
29409	,	Battles	of	Rzhev										
29426	,	States	General	of	the	Netherlands								
29487	,	Christopher	Columbus											
29592	,	Persian	Empire											
29596	,	Scalping												
29625	,	Akershus	Fortress											
29650	,	Pierre-Joseph	Habert											
29667	,	War	of	the	Fifth	Coalition								
29699	,	KGB												
29703	,	German	occupation	of	the	Channel	Islands							
29718	,	Democratic	Republic	of	Afghanistan									
29760	,	John	C.	Fr&#233	mont									
29784	,	Battle	of	Amiens	-1918									
29790	,	Queen	Anne's	War										
29803	,	I	Corps	(German	Empire)									
29833	,	Kosovo	War											
29839	,	Battle	of	the	Ebro									
29899	,	War	of	the	First	Coalition								
29918	,	Missouri	in	the	American	Civil	War							
30056	,	Campaign	for	Nuclear	Disarmament									
30073	,	Richard	Howe											
30087	,	Anglo-Dutch	Wars											
30114	,	War	in	Darfur										
30137	,	Tomoyuki	Yamashita											
30193	,	Seven	Days	Union	order	of	battle							
30207	,	Spanish	Texas											
30214	,	Siege	of	Yorktown	-1862									
30283	,	George	H.	W.	Bush									
30303	,	Contras												
30355	,	Hermann	Graf											
30362	,	Joseph	Stilwell											
30388	,	Battle	of	Groix										
30408	,	John	F.	Reynolds										
30415	,	Grand	Review	of	the	Armies								
30473	,	Battle	of	Flers&#8211	Courcelette									
30489	,	John	McCausland											
30536	,	Wesley	Clark											
30545	,	International	Brigades											
30559	,	P.	G.	T.	Beauregard									
30589	,	Louise	of	Mecklenburg-Strelitz										
30609	,	Franjo	Tu&#273	man										
30677	,	Friedrich	Nietzsche											
30682	,	George	B.	McClellan										
30684	,	Allied	leaders	of	World	War	II							
30689	,	Michigan	in	the	American	Civil	War							
30713	,	Battle	of	Ulm										
30724	,	Quebec	Conference											
30726	,	Atlantic	slave	trade										
30767	,	John	II	of	France									
30810	,	German	Army	order	of	battle	-1914							
30814	,	Aztec	Club	of	1847									
30828	,	Battle	of	Montmirail										
30866	,	Los	Alamos	National	Laboratory									
30919	,	Joint	warfare	in	South	Vietnam								
30955	,	Anglo-Russian	invasion	of	Holland									
31107	,	Union	of	South	Africa									
31110	,	Shamil	Basayev											
31116	,	California	Trail											
31117	,	Polish	Corridor											
31122	,	Keith	Park											
31138	,	Czechoslovak	Legion											
31146	,	Courland	Pocket											
31191	,	Hyacinth	Graf	Strachwitz	von	Gro&#223	-Zauche	und	Camminetz					
31215	,	Edward	III	of	England									
31233	,	Battle	of	Le	Cateau									
31247	,	Index	of	World	War	II	articles	(E)						
31260	,	War	of	the	Spanish	Succession								
31276	,	Carolinas	Campaign	Union	order	of	battle							
31289	,	Septimius	Severus											
31328	,	South	Yemen											
31334	,	Jean	Reynier											
31354	,	Cold	War											
31437	,	Siege	of	Charleston										
31508	,	Charles	Scott	(governor)										
31529	,	Greco-Turkish	War	(1919&#8211	22)									
31570	,	Operation	Cartwheel											
31639	,	Index	of	World	War	II	articles	(K)						
31672	,	VII	Corps	(German	Empire)									
31801	,	Andr&#233		Joseph	Boussart									
31815	,	P&#259	storel	Teodoreanu										
31853	,	Benjamin	F.	Cheatham										
31867	,	Yan	Xishan											
31896	,	Romeyn	B.	Ayres										
31899	,	Battle	of	the	Saintes									
31949	,	Soviet	war	crimes										
31999	,	Indonesia&#8211	Malaysia	confrontation										
32029	,	Commando	Order											
32051	,	Oberste	Heeresleitung											
32123	,	Battle	of	K&#246	niggr&#228	tz								
32128	,	Battle	of	Kwajalein										
32152	,	Kingdom	of	Poland	(1385&#8211	1569)								
32163	,	Michael	Collins	(Irish	leader)									
32168	,	East	Pakistan											
32215	,	Howell	Cobb											
32218	,	Battle	of	Sharon										
32224	,	Juno	Beach											
32242	,	Lost	Cause	of	the	Confederacy								
32317	,	Alabama	in	the	American	Civil	War							
32344	,	Petru	Groza											
32414	,	Muhammad	Ali	of	Egypt									
32427	,	Sir	William	Robertson										
32441	,	Benjamin	F.	Potts										
32443	,	Gilbert	and	Marshall	Islands	campaign								
32476	,	Hannibal												
32573	,	1963	South	Vietnamese	coup									
32591	,	Ghost	Dance											
32609	,	Henry	Wilson											
32630	,	Hubert	Gough											
32631	,	William	E.	Jones										
32651	,	Islamic	State	of	Iraq	and	the	Levant						
32683	,	Meuse-Argonne	Offensive											
32694	,	Second	Punic	War										
32754	,	Spain	in	the	American	Revolutionary	War							
32760	,	Dmitry	Medvedev											
32772	,	Sextil	Pu&#537	cariu										
32776	,	Edom												
32791	,	Jesse	Helms											
32856	,	Richard	Neville											
32858	,	Venezuelan	War	of	Independence									
32879	,	Molotov&#8211	Ribbentrop	Pact										
32931	,	Mikhail	Kutuzov											
32937	,	Malta	Convoys											
32996	,	Mass	racial	violence	in	the	United	States						
33031	,	Battle	of	Kosovo										
33033	,	Polish	contribution	to	World	War	II							
33159	,	Wilderness	Union	order	of	battle								
33169	,	Alfred	Terry											
33178	,	Eastern	Approaches											
33200	,	Peter	Carington											
33243	,	Pontiac's	War											
33257	,	M113	armored	personnel	carrier									
33266	,	Charge	(warfare)											
33293	,	VI	Corps	(United	States)									
33297	,	Robert	C.	Schenck										
33307	,	Anti-Gaddafi	forces											
33315	,	Harry	T.	Hays										
33326	,	Sinai	Peninsula											
33508	,	Al-Qaeda												
33536	,	Joseph	Radetzky	von	Radetz									
33548	,	Petersburg	Confederate	order	of	battle								
33567	,	Battle	of	Navarino										
33573	,	III	Corps	(United	Kingdom)									
33593	,	Charles	VI	of	France									
33635	,	David	E.	Twiggs										
33674	,	Balkan	Wars											
33711	,	Second	Chechen	War										
33744	,	Spanish	Inquisition											
33748	,	Ratko	Mladi&#263											
33758	,	Mikhail	Miloradovich											
33798	,	Constantine	I	of	Greece									
33846	,	Leo	Tolstoy											
33902	,	French	Wars	of	Religion									
33913	,	East	Indies	theatre	of	the	French	Revolutionary	Wars					
33919	,	Tripartite	Pact											
34072	,	Oklahoma	Territory											
34105	,	Second	Anglo-Dutch	War										
34106	,	Straits	Settlements											
34314	,	Claire	Lee	Chennault										
34331	,	John	Sedgwick											
34352	,	Porfirio	D&#237	az										
34353	,	Islamic	Front	(Syria)										
34363	,	Battle	of	Balaclava										
34435	,	Texas	Revolution											
34441	,	Henri	de	la	Tour	d'Auvergne								
34459	,	Memorial	Gates											
34473	,	Treaty	of	Versailles										
34483	,	Great	Sioux	War	of	1876								
34494	,	Gottlob	Berger											
34512	,	Livonian	War											
34639	,	Romanian	general	election										
34753	,	James	Buchanan											
34763	,	James	Butler											
34776	,	Hugo	Black											
34823	,	Isaac	Luria											
34859	,	Chinese	Civil	War										
34871	,	Isaac	Stevens											
34945	,	Battle	of	Bosworth	Field									
35010	,	Unit	731											
35099	,	Naval	battles	of	the	American	Civil	War						
35125	,	Iranian	Revolution											
35219	,	Catholic	Church	and	Nazi	Germany	during	World	War	II				
35230	,	Battle	of	Fort	Stedman									
35251	,	Battle	of	the	Frontiers									
35255	,	Warsaw	Pact											
35257	,	Victor	Emmanuel	III	of	Italy								
35324	,	Consequences	of	the	attack	on	Pearl	Harbor						
35365	,	Leaders	of	the	Central	Powers	of	World	War	I				
35426	,	Chickamauga	Confederate	order	of	battle								
35443	,	Achaemenid	Empire											
35451	,	Val&#233	ry	Giscard	d'Estaing									
35463	,	Index	of	World	War	II	articles	(N)						
35493	,	Mom&#269	ilo	&#272	uji&#263									
35508	,	Soviet	occupation	of	Romania									
35511	,	Henry	Clinton	(British	Army	officer								
35513	,	United	States	military	casualties	of	war							
35523	,	Battle	of	Britain	Day									
35664	,	Israel	Putnam											
35701	,	Tadeusz	Ko&#347	ciuszko										
35716	,	Gheorghe	T&#259	t&#259	rescu									
35723	,	Thomas	C.	Kinkaid										
35724	,	Beaver	Wars											
35812	,	Temple	in	Jerusalem										
35823	,	Second	Vienna	Award										
35860	,	Polish	government-in-exile											
35907	,	Career	of	Richard	Helms									
35943	,	Maryland	Campaign											
36011	,	Auguste	de	Marmont										
36040	,	Marshall	Islands											
36122	,	Louis	Desaix											
36202	,	&#536	tefan	Baciu										
36236	,	Gibraltar												
36260	,	Pacific	Coast	Theater	of	the	American	Civil	War					
36262	,	Paraguayan	War											
36315	,	Battle	of	the	Alamo									
36450	,	Carolinas	Campaign	Confederate	order	of	battle							
36493	,	Battle	of	New	Bern									
36507	,	Kriegsmarine												
36538	,	Second	Sudanese	Civil	War									
36565	,	Royal	Lao	Government										
36575	,	Slovak	Republic	(1939&#8211	45)									
36583	,	Prisoner	of	war										
36626	,	Yemenite	Jews											
36631	,	Laotian	Civil	War										
36640	,	Arthur	Percival											
36646	,	Kingdom	of	Hungary										
36672	,	Ho	Chi	Minh	trail									
36681	,	1st	Virginia	Cavalry										
36691	,	Geneva	Conference	-1954										
36746	,	North	West	Company										
36752	,	Sino-French	War											
36757	,	Emirate	of	Transjordan										
36823	,	William	Lyon	Mackenzie	King									
36858	,	Ferdinand	I	of	Romania									
36903	,	Syria&#8211	Lebanon	Campaign										
36919	,	Japanese	conquest	of	Burma									
36952	,	Puyi												
36962	,	Operation	Condor											
36997	,	Louis	XII	of	France									
37004	,	Boshin	War											
37006	,	Battle	of	Princeton										
37021	,	First	Army	Air	Service									
37065	,	Battle	of	Vittorio	Veneto									
37077	,	Libyan	Civil	War	-2011									
37121	,	John	Bell	Hood										
37122	,	Counterculture	of	the	1960s									
37186	,	Regensburg												
37211	,	Bentonville	Union	order	of	battle								
37455	,	Huguenot												
37460	,	North	Carolina	in	the	American	Civil	War						
37472	,	Syrian	Observatory	for	Human	Rights								
37559	,	Mine	Run	Campaign	Confederate	order	of	battle						
37575	,	Battle	of	Baltimore										
37633	,	Third	Battle	of	Kharkov									
37641	,	Irish	Brigade	(U.S.)										
37669	,	Atlanta	Campaign	Confederate	order	of	battle	(Second	Phase)					
37671	,	Sitting	Bull											
37683	,	Usta&#353	e											
37718	,	Population	transfer	in	the	Soviet	Union							
37777	,	M1911	pistol											
37810	,	Battle	of	the	Philippine	Sea								
37819	,	Maimonides												
37878	,	Second	English	Civil	War									
37931	,	Lebanese	Forces											
37945	,	Western	theater	of	the	American	Revolutionary	War						
37986	,	Wilhelm	Canaris											
38044	,	Kosovo	Vilayet											
38067	,	King	Michael's	Coup										
38135	,	Second	Boer	War										
38150	,	Greek	Resistance											
38194	,	Alexei	Kosygin											
38198	,	Thurgood	Marshall											
38202	,	Fernando	&#193	lvarez	de	Toledo								
38296	,	Mukden	Incident											
38310	,	Henry	Dodge											
38314	,	Oberlin	College											
38377	,	Friedrich	Paulus											
38384	,	Joseph	B.	Foraker										
38390	,	Pietro	Badoglio											
38403	,	Joseph	Wheeler											
38494	,	Peninsula	Campaign	Union	Order	of	Battle							
38498	,	Yuri	Andropov											
38538	,	Siege	of	Port	Royal	-1710								
38565	,	Ancient	history											
38634	,	Gettysburg	Address											
38731	,	Italian	Campaign	(World	War	II)								
38802	,	Toussaint	Louverture											
38845	,	Dominique	Vandamme											
38895	,	The	Blitz											
38916	,	Great	Turkish	War										
38924	,	Operation	Cobra											
38972	,	Andranik												
39010	,	Pierre	Fran&#231	ois	Joseph	Durutte								
39041	,	William	Slim											
39060	,	James	II	of	England									
39070	,	Battle	of	Pea	Ridge									
39141	,	Jewish	insurgency	in	Mandatory	Palestine								
39146	,	Giuseppe	Garibaldi											
39151	,	Enver	Hoxha											
39154	,	Russian	Provisional	Government										
39199	,	Oath	of	office	of	the	President	of	the	United	States			
39281	,	Hohenlinden	Order	of	Battle									
39291	,	Edward	Pellew											
39353	,	Five	Civilized	Tribes										
39399	,	Weapons	of	the	Lebanese	Civil	War							
39406	,	Spanish	missions	in	California									
39424	,	Battle	of	Champion	Hill									
39444	,	Pony	Express											
39454	,	Valley	Forge											
39493	,	Polish	Workers'	Party										
39523	,	&#304	smet	&#304	n&#246	n&#252								
39581	,	Battle	of	Marengo										
39585	,	Miscegenation												
39624	,	Liberia												
39629	,	West	Pakistan											
39668	,	Peninsula	Campaign	Confederate	Order	of	Battle							
39693	,	Pierre-Louis	Binet	de	Marcognet									
39713	,	Angolan	Civil	War										
39726	,	Rosa	Luxemburg											
39745	,	Mamluk	Sultanate	(Cairo)										
39749	,	Louis-Nicolas	Davout											
39751	,	Cardinal	Richelieu											
39774	,	The	Protocols	of	the	Elders	of	Zion						
39785	,	Philip	III	of	Spain									
39793	,	Battle	of	Prairie	Grove									
39815	,	Second	Northern	War										
39827	,	Second	Battle	of	Ypres									
39830	,	Old	Abe											
39860	,	Battle	of	Trafalgar										
39896	,	Battle	of	Chosin	Reservoir									
39900	,	Tuskegee	Airmen											
39903	,	Battle	of	Appomattox	Station									
39924	,	Konrad	Adenauer											
40014	,	Fevzi	&#199	akmak										
40023	,	Italian	Wars											
40054	,	John	Jacob	Astor										
40141	,	Siege	of	Fort	Ticonderoga	-1777								
40292	,	Edward	Porter	Alexander										
40339	,	Stephen	D.	Lee										
40479	,	Thomas	Blamey											
40510	,	Luftwaffe	Order	of	Battle	August	1940							
40556	,	Albert	Sidney	Johnston										
40582	,	Iraq	War	troop	surge	of	2007							
40683	,	Battle	of	Okinawa										
40697	,	Manhattan	Project											
40704	,	First	English	Civil	War									
40708	,	Taliban	insurgency											
40730	,	Guam												
40741	,	German	East	Africa										
40757	,	Siege	of	Madrid										
40763	,	Peachtree	Creek	Union	order	of	battle							
40777	,	Armistice	Day											
40838	,	Commando												
40929	,	Alexandru	Averescu											
40941	,	Sino-Vietnamese	War											
41050	,	Ant&#243	nio	de	Oliveira	Salazar								
41079	,	Wade	Hampton	III										
41127	,	Anzac	Day											
41133	,	Ion	Heliade	R&#259	dulescu									
41199	,	Prisoner-of-war	camp											
41338	,	Seminole	Wars											
41373	,	French	nobility											
41386	,	Jewish&#8211	Roman	wars										
41411	,	Polish&#8211	Soviet	War										
41435	,	William	Jennings	Bryan										
41436	,	Ted	Kennedy											
41460	,	Andrei	Gromyko											
41468	,	Battle	of	Mobile	Bay									
41508	,	Atlanta	Campaign	Confederate	order	of	battle							
41537	,	Dutch	resistance											
41545	,	Ambrose	Burnside											
41546	,	Nez	Perce	people										
41547	,	Battle	of	Chapultepec										
41584	,	Spartan	army											
41649	,	Ulm	Campaign											
41705	,	Ethiopian	Empire											
41712	,	Fran&#231	ois	Joseph	Paul	de	Grasse							
41721	,	Monroe	Doctrine											
41730	,	Amal	Movement											
41752	,	Battle	of	Narva	-1944									
41791	,	William	Dorsey	Pender										
41792	,	Carol	II	of	Romania									
41851	,	Sauk	people											
41887	,	English	longbow											
41903	,	11th	Pennsylvania	Infantry										
41914	,	Siege	of	Suffolk										
41957	,	Julian	Byng											
41968	,	Louis	Henri	Loison										
42023	,	Edwin	Vose	Sumner										
42060	,	Colin	Powell											
42064	,	French	Fourth	Republic										
42079	,	Allied	invasion	of	Italy									
42094	,	Territories	of	Poland	annexed	by	the	Soviet	Union					
42183	,	Antietam	Union	order	of	battle								
42217	,	Nelson	A.	Miles										
42244	,	White	Terror	(Spain)										
42347	,	Gettysburg	Confederate	order	of	battle								
42361	,	Battle	of	Tannenberg										
42362	,	Berlin	Wall											
42408	,	Warsaw	Uprising											
42437	,	Anwar	Sadat											
42439	,	Albert	Kesselring											
42460	,	Eighty	Years'	War	(1566&#8211	1609)								
42539	,	Marie	of	Romania										
42598	,	Maya	civilization											
42721	,	Muqtada	al-Sadr											
42799	,	Virginia	in	the	American	Civil	War							
42814	,	Fourteen	Points											
42822	,	Origins	of	the	Cold	War								
42837	,	North	American	fur	trade									
42857	,	Battle	of	Copenhagen	-1807									
42892	,	Fort	Stedman	Union	order	of	battle							
42951	,	Thomas	Picton											
42964	,	Occupation	of	Poland	(1939&#8211	45)								
42979	,	Palmach												
42995	,	Northern	theater	of	the	American	Revolutionary	War	after	Saratoga				
42996	,	War	on	Terror										
43014	,	Battle	of	Long	Island									
43015	,	Battle	of	Bail&#233	n									
43060	,	Bristoe	Campaign	Confederate	order	of	battle							
43067	,	Soviet	occupation	of	Bessarabia	and	Northern	Bukovina						
43248	,	Southern	Rhodesia											
43259	,	Italian	East	Africa										
43264	,	Indian	Rebellion	of	1857									
43312	,	Battle	of	Caldiero	-1805									
43319	,	Index	of	World	War	II	articles	(C)						
43361	,	Battle	of	Vimy	Ridge									
43378	,	Nigerian	Civil	War										
43450	,	Lord	Byron											
43497	,	War	in	Afghanistan	(1978&#8211	present)								
43521	,	Pyotr	Bagration											
43530	,	Oregon	Country											
43545	,	Waffen-SS												
43560	,	Vidkun	Quisling											
43562	,	Hundred	Days											
43563	,	British	Army	during	the	Second	World	War						
43601	,	Eug&#232	ne	de	Beauharnais									
43633	,	Chinese	Exclusion	Act										
43723	,	Battle	of	Dien	Bien	Phu								
43744	,	Battle	of	Shanghai										
43764	,	Bastille												
43785	,	Midway	Atoll											
43806	,	Mikhail	Tukhachevsky											
43955	,	XIII	Corps	(United	Kingdom)									
43974	,	Index	of	World	War	II	articles	(J)						
44016	,	Hussein	bin	Ali										
44034	,	2003	invasion	of	Iraq									
44045	,	Louis-Alexandre	Berthier											
44053	,	Hugh	Judson	Kilpatrick										
44109	,	Oglala	Lakota											
44111	,	Richard	of	York										
44120	,	Lebanese	Civil	War										
44127	,	Anschluss												
44129	,	Appomattox	Campaign											
44161	,	Spanish	Civil	War										
44216	,	Pacific	War	campaigns										
44224	,	Michiel	de	Ruyter										
44239	,	Battle	of	Madagascar										
44250	,	Sudeten	Germans											
44272	,	Kamikaze												
44351	,	Falklands	War											
44476	,	Special	Operations	Executive										
44488	,	Juan	Negr&#237	n										
44497	,	Battle	of	Mukden										
44520	,	East	Prussian	Offensive										
44525	,	8th	Ohio	Infantry										
44559	,	Paul	Grenier											
44604	,	Turkish	War	of	Independence									
44643	,	George	Wallace											
44669	,	Pawiak												
44671	,	Fort	Bliss											
44742	,	Vicksburg	Campaign											
44786	,	Pierre	Belon	Lapisse										
44793	,	Jos&#233		Gervasio	Artigas									
44797	,	Operation	Achse											
44826	,	Demyansk	Pocket											
44828	,	Otto	Liman	von	Sanders									
44870	,	Stalag	Luft	III										
44881	,	Nathan	Bedford	Forrest										
44890	,	Mediterranean	and	Middle	East	theatre	of	World	War	II				
44892	,	25	Luglio											
44898	,	Battle	of	Mill	Springs									
44975	,	Leonard	Wood											
45001	,	Karl	D&#246	nitz										
45065	,	War	of	the	Second	Coalition								
45066	,	Fort	Yuma											
45072	,	Francis	Drake											
45086	,	Radio	Free	Europe/Radio	Liberty									
45118	,	Florence	Nightingale											
45153	,	Peninsular	War											
45172	,	Vasily	Chuikov											
45195	,	Battle	of	Franklin	-1864									
45222	,	Napoleonic	Wars											
45226	,	Frederick	III											
45227	,	Spring	Offensive											
45276	,	Kingdom	of	Croatia-Slavonia										
45292	,	Kit	Carson											
45301	,	Operation	Barrel	Roll										
45328	,	Southern	Rhodesia	in	World	War	I							
45330	,	Spanish	conquest	of	the	Aztec	Empire							
45348	,	Hungarian	Soviet	Republic										
45380	,	Ferenc	Sz&#225	lasi										
45381	,	Phanariotes												
45383	,	Troop	engagements	of	the	American	Civil	War						
45427	,	Samuel	of	Bulgaria										
45449	,	First	Sino-Japanese	War										
45456	,	Macedonian	Front											
45508	,	Operation	Bagration											
45668	,	Forty	acres	and	a	mule								
45672	,	Louis	XIV	of	France									
45705	,	Battle	for	Mexico	City									
45794	,	Philippa	of	Hainault										
45814	,	United	States	Army	Air	Forces	in	the	Central	Pacific	Area			
45819	,	Arras	Flying	Services	Memorial									
45822	,	Nuremberg												
45945	,	Connecticut	in	the	American	Civil	War							
45953	,	Danubian	Principalities											
45958	,	The	Great	Game										
46063	,	Agust&#237	n	de	Iturbide									
46071	,	Battle	of	the	Eastern	Solomons								
46099	,	William	J.	Hardee										
46101	,	Idaho	Territory											
46109	,	&#536	erban	Cioculescu										
46157	,	IX	Corps	(German	Empire)									
46251	,	Vicksburg	Union	order	of	battle								
46252	,	Nicholas	II	of	Russia									
46259	,	Ukrainian	War	of	Independence									
46270	,	MI5												
46273	,	LGBT	rights	in	the	United	States							
46278	,	RAF	Hornchurch											
46367	,	Ludwig	Yorck	von	Wartenburg									
46474	,	South	Carolina	in	the	American	Civil	War						
46475	,	Barbary	Coast											
46518	,	National	Liberation	Army	(Libya)									
46578	,	German	mistreatment	of	Soviet	prisoners	of	war						
46598	,	Siege	of	Dubrovnik										
46627	,	Cold	War	(TV	series)									
46647	,	Kim	Il-sung											
46690	,	Californio												
46752	,	Oregon	Trail											
46806	,	Jean	Hardy											
46824	,	Battle	of	Carillon										
46830	,	Republic	of	Serbian	Krajina									
46892	,	Titus												
46929	,	Battle	of	Chancellorsville										
46949	,	Charles	Griffin											
47033	,	Mahdist	War											
47061	,	McCarthyism												
47123	,	William	Randolph	Hearst										
47130	,	Peng	Dehuai											
47193	,	Richard	Montgomery											
47234	,	Bohdan	Khmelnytsky											
47254	,	&#201	tienne	Pierre	Sylvestre	Ricard								
47273	,	Joseph	Joffre											
47276	,	Nuremberg	Laws											
47295	,	Albert	Speer											
47367	,	Shiloh	Union	order	of	battle								
47385	,	He	Long											
47436	,	Battle	of	the	Chesapeake									
47449	,	Index	of	World	War	II	articles	(S)						
47488	,	Voting	Rights	Act	of	1965								
47495	,	Battle	of	San	Juan	Hill								
47502	,	Wounded	Knee	Massacre										
47530	,	Tecumseh												
47614	,	Charles	Grey											
47682	,	Battle	of	Stockach	-1799									
47717	,	Sherman's	March	to	the	Sea								
47726	,	World	War	I	in	popular	culture							
47763	,	Pearl	Harbor	advance-knowledge	conspiracy	theory								
47922	,	George	Crook											
47999	,	Edward	Ord											
48062	,	Battle	of	Dettingen										
48098	,	Gideon	Welles											
48116	,	Racial	segregation	in	the	United	States							
48117	,	Loudoun	County	in	the	American	Civil	War						
48197	,	Gulf	War											
48260	,	Third	Battle	of	Winchester									
48313	,	Klemens	von	Metternich										
48416	,	Washington	Territory											
48422	,	Ibn	Saud											
48425	,	James	L.	Kemper										
48454	,	Battle	of	Missionary	Ridge									
48509	,	Miami	people											
48588	,	Espionage	Act	of	1917									
48592	,	Mongol	invasions	and	conquests									
48600	,	Operation	Varsity											
48613	,	First	Jewish&#8211	Roman	War									
48626	,	Victory	in	Europe	Day									
48635	,	Alans												
48652	,	Nineteenth	Amendment	to	the	United	States	Constitution						
48749	,	Rhodesia												
48768	,	Georges	Clemenceau											
48787	,	Battle	of	Island	Number	Ten								
48799	,	Opposition	to	World	War	I								
48801	,	Nile	Expedition											
48855	,	Forced	labour	under	German	rule	during	World	War	II				
48887	,	Western	Front	(World	War	I)								
48932	,	Sinai	and	Palestine	Campaign									
48940	,	Andreas	Hillgruber											
48949	,	Banastre	Tarleton											
48954	,	Philippines	Campaign	(1944&#8211	45)									
48977	,	Cedar	Creek	Union	order	of	battle							
49014	,	Henri	Giraud											
49023	,	Thomas	Gage											
49060	,	David	McMurtrie	Gregg										
49123	,	Spotsylvania	Court	House	Confederate	order	of	battle						
49124	,	Platte	River											
49177	,	&#201	douard	Daladier										
49215	,	Andr&#233		Mass&#233	na									
49220	,	Jazz												
49314	,	Louis	H.	Carpenter										
49355	,	Iuliu	Maniu											
49365	,	Jean-Baptiste	Drouet											
49479	,	Thomas	L.	Rosser										
49487	,	Battle	of	White	Oak	Road								
49506	,	Operation	Yoav											
49535	,	Napoleon												
49576	,	Transitional	Federal	Government										
49582	,	Battle	of	Trenton										
49592	,	National	Memorial	Cemetery	of	the	Pacific							
49732	,	John	Monash											
49734	,	Wannsee	Conference											
49776	,	Dutch	East	Indies	campaign									
49796	,	Battle	of	Quiberon	Bay									
49799	,	Battle	of	Ostrach										
49817	,	Jean-Joseph	Ange	d'Hautpoul										
49856	,	Charles	Lindbergh											
49905	,	End	of	World	War	II	in	Europe						
49912	,	Bristoe	Campaign	Union	order	of	battle							
49933	,	Great	War											
49935	,	Operation	Storm											
49960	,	Liberation	Tigers	of	Tamil	Eelam								
50020	,	II	Corps	(United	Kingdom)									
50046	,	Iron	Curtain											
50047	,	Antoine	Charles	Louis	de	Lasalle								
50054	,	William	Howe											
50072	,	Adam	Duncan											
50077	,	Fumimaro	Konoe											
50098	,	Battle	of	Monmouth										
50125	,	Armistice	of	11	November	1918								
50154	,	Aleutian	Islands	Campaign										
